,中文题名,作者,学位授予单位,数据库,学位授予年度,被引,下载,操作,下载地址
59,高中数学优质课“教学行为链（IBC）”特征研究,康娜,天津师范大学,硕士,2021年,,36,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFayF2UQBjbz9GcrY1ZiFFe082YJhkQjd3SjRlbRpUZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
60,基于G-DINA模型的初中生认知诊断研究,吴婷,大理大学,硕士,2021年,,94,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFantWS4ADUkdEd4hURkV2YycneIlEU1tkRzUHTKJkZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
61,基于SOLO理论的九年级学生函数学习评价,夏密,大理大学,硕士,2021年,,85,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFaklVM5UDeCdVQCdTRkV2YycneIlEU1tkRzUHTKJkZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
62,中考数学试卷质量分析与比较,崔亚澜,大理大学,硕士,2021年,,152,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFarsCWhJVS11ETZdTRkV2YycneIlEU1tkRzUHTKJkZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
63,2007、2019人教A版高中数学教材函数内容比较研究,张培杰,大理大学,硕士,2021年,,157,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFanl1dVJ1Mr8EcN1WRkV2YycneIlEU1tkRzUHTKJkZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
64,初中数学易错点分析及应对策略,施育凤,大理大学,硕士,2021年,,84,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFazR2TZBjR38yUNVGSkV2YycneIlEU1tkRzUHTKJkZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
65,基于数学核心素养的一元一次方程单元教学设计研究,李爱珍,大理大学,硕士,2021年,,228,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFaPdTevM2M6dWaGVGSkV2YycneIlEU1tkRzUHTKJkZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
66,北京高中数学知识应用竞赛决赛试题研究,韩业,大理大学,硕士,2021年,,49,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa4tCcS9Gev50NWN1bZV2YycneIlEU1tkRzUHTKJkZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
67,HPM视角下高中函数概念的教学研究,齐菀钰,牡丹江师范学院,硕士,2021年,,92,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFas9mYy90dUhnM1kTTvV2ZycneIlEU1tkRzUHTKJkZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
68,滇西少数民族小学生估算能力的影响因素调查研究,刘英,大理大学,硕士,2021年,,42,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa5YDV6NDUmVnM3hURkV2YycneIlEU1tkRzUHTKJkZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
69,“课程思政”视域下高中数学教学设计研究,焦继超,天津师范大学,硕士,2021年,,299,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFaohkcsl0Su1WUGZ1ZiFFe082YJhkQjd3SjRlbRpUZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
70,初中数学概念课教学重点设计评价指标体系构建研究,李明雪,天津师范大学,硕士,2021年,,54,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFaDpWdGNFU3onSrY1ZiFFe082YJhkQjd3SjRlbRpUZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
71,初中生数学学习策略水平常模研究及应用案例分析,焦晨婧,天津师范大学,硕士,2021年,,32,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFaVVUQm90NzYHZZ9EaiFFe082YJhkQjd3SjRlbRpUZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
72,高考立体几何试题结构与内容的演变,刘霄,中央民族大学,硕士,2021年,,28,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0zatR2cJZldwhkdul2NWtydkFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
73,高中数学教师教学反思评价指标体系构建及智能测评研究,杨凡,天津师范大学,硕士,2021年,,101,下载,https://kns.cnki.net//kns8/download?filename=4c0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFaxRVdKx2Qxx0VzB3ZiFFe082YJhkQjd3SjRlbRpUZLF3a11WZylEd1hkYEJneil2U5p2L5QmSC5WWPZHZ&tablename=CMFD202102
74,高中数学课堂差异化教学实施现状及策略研究,孙福妍,延安大学,硕士,2021年,,48,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0TW1QjQCZXRuJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
75,城乡高中生数学信念的现状调查及提升对策研究,李丹,延安大学,硕士,2021年,,13,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0zYXV0VtNHeyJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
76,提升初中生数学阅读能力的策略研究,汪盼盼,延安大学,硕士,2021年,,49,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0TWH9kS3R2dyJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
77,初中数学“问题驱动式”教学设计的研究与实践,杨蕊,延安大学,硕士,2021年,,97,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0zbupkZ4gTRuJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
78,中学数学教师信息化教学技能现状调查及提升对策研究,宋欣欣,延安大学,硕士,2021年,,63,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0DMOtWWVRlRuJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
79,高三学生数学学习现状的调研,王焕,延安大学,硕士,2021年,,15,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0zZ6VDcygkRuJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
80,新课标下初高中数学教学衔接的研究,晏芬,延安大学,硕士,2021年,,62,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0zYvZHbyZnRuJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
81,高中数学课堂导入设计研究,贺彩芳,延安大学,硕士,2021年,,41,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0DOvITVkJURuJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
82,启发式教学在平面向量课堂教学中的应用,程旭,延安大学,硕士,2021年,,44,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0DN0gmdkNlRtJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
83,基于韦伯和“SEC”模式下的陕西省中考数学试卷与新课程标准一致性研究,李赛博,延安大学,硕士,2021年,,50,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0zdTVVQH9WOyJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
84,高中生数学学习方法的现状及对策研究,李康旗,延安大学,硕士,2021年,,19,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0zYKpmUHhHSuJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
85,城乡中学数学教师教学风格的比较研究,郭帅,延安大学,硕士,2021年,,51,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0TWMdETaFjRuJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
86,初中数学模型思想渗透现状分析及策略研究,王茜,延安大学,硕士,2021年,,72,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0TVx9mQnZ2RuJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
87,初中生数学自主学习的能力调查与研究,刘甜甜,延安大学,硕士,2021年,,65,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0TUYBVSZNkRtJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
88,初中生数学学习自我效能感的现状调查及其培养研究,吴媛媛,延安大学,硕士,2021年,,46,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0DN6hVSHZESuJFOvIWaPplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
89,基于范希尔理论的高中生几何思维水平发展研究,刘晓琳,闽南师范大学,硕士,2021年,,26,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0zbvFjaH5EcLZlModWQQplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
90,基于SOLO分类理论的高中概率与统计解题策略研究,李醒,闽南师范大学,硕士,2021年,,18,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0TQKR1NrVTM3ZlModWQQplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
91,高一学生数学文化素养的现状及对策研究,吴云梅,闽南师范大学,硕士,2021年,,20,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0zbiVERMN1KoV0ModWQQplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
92,中考数学发展性试题解题研究,汪子怡,闽南师范大学,硕士,2021年,,5,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0TUyBnSTlnN3ZlModWQQplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
93,高中数学“深度教学”案例研究,陈君,闽南师范大学,硕士,2021年,,67,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0TSP5UTvNmWyZ0ModWQQplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
94,初中生逻辑推理能力与数学学习态度的调查研究,陆宥伊,广西师范大学,硕士,2021年,,48,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0DMvkTS5JEeLFXMyk3bQplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
95,基于SOLO分类理论的初中生数学运算能力现状研究,石偏,闽南师范大学,硕士,2021年,,36,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0TTkN3drsUOoV0ModWQQplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
96,城乡初中生父母自主支持对数学学业成绩的影响机制研究,张丽杰,广西师范大学,硕士,2021年,,54,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0TS1kHb4Ejc5hUV2FHcQplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
97,初中生几何直观发展现状研究,魏洁,闽南师范大学,硕士,2021年,,12,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0zbyYTeIVnWyZ0ModWQQplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
98,化归思想在初中几何解题中的应用研究,郑高攀,闽南师范大学,硕士,2021年,,40,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0zdMtidWpkWyZ0ModWQQplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
99,几何画板在可视化教学中的应用研究,李智嘉,闽南师范大学,硕士,2021年,,52,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0TUnhUMihWOoV0ModWQQplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP
100,基于直观想象素养的数学解题能力培养,张小英,闽南师范大学,硕士,2021年,,34,下载,https://kns.cnki.net//kns8/download?filename=0Yq1URGBVORR3TTZ2drF3MhdWNvNTerR0SWFlSXVjZFtWTRZFSjdDVPtidlVjeDBXYSh0SEVkQPFFa=0TTxATS4Z0N3ZlModWQQplekFXRKp0UOdHVnRERwRla2AnMrVlTEJneil2U5p2L5QmSC5WWPZHZ4c&tablename=CMFDTEMP

101,基于理解模型理论研究初中相似三角形的教学策略,李艺,闽南师范大学,硕士,2021年,,14,下载,https://kns.cnki.net//kns8/download?filename=ERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2b=0TVCJWWudmNvgUeDxWWzs2Qkl2R4dzYxQ2cmJ2TysWd3dVcxUFVmlUUBhFOqNFZZN0Zm9CWzFUQ5w&tablename=CMFDTEMP
102,高一学生数学运算错误研究,孙云娟,中央民族大学,硕士,2021年,,31,下载,https://kns.cnki.net//kns8/download?filename=ERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2b=0DNJNWVThzaVpUdxI3SQRnQkl2R4dzYxQ2cmJ2TysWd3dVcxUFVmlUUBhFOqNFZZN0Zm9CWzFUQ5w&tablename=CMFDTEMP
103,面向问题解决的初中数学研究性教学探索与实践,徐张帆,上海师范大学,硕士,2021年,,181,下载,https://kns.cnki.net//kns8/download?filename=5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2bkhFZi5kNEtSQKxWdK12Y4I2NL5kTPl2Rl5UW5VXV152M2lUNwcnYTlHSmlUUBhFOqNFZZN0Zm9CWzFUQ&tablename=CMFD202102
104,民办中小学数学教师专业发展路径调查研究,张玄,上海师范大学,硕士,2021年,,148,下载,https://kns.cnki.net//kns8/download?filename=5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2bulWZNBFczJlQaVTdK12Y4I2NL5kTPl2Rl5UW5VXV152M2lUNwcnYTlHSmlUUBhFOqNFZZN0Zm9CWzFUQ&tablename=CMFD202102
105,基于智慧课堂的高中数学概念课教学设计研究,刘海悦,哈尔滨师范大学,硕士,2021年,,136,下载,https://kns.cnki.net//kns8/download?filename=ZN0Zm9CWzFUQ5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2b==AaoBHc1c0MzcUMmZFbycnQxpFc1oEdStiSuVXQzMzRmJWYnJUOhBzb30ETrlWV152M2lUNwcnYTlHSmlUUBhFOqNFZ&tablename=CMFD202102
106,高中数学课程线上线下教学模式对比及案例分析,张会芹,洛阳师范学院,硕士,2021年,,107,下载,https://kns.cnki.net//kns8/download?filename=ZN0Zm9CWzFUQ5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2b==QbBp3QJNjboRDeOhUdPZkN5FGd1oEdStiSuVXQzMzRmJWYnJUOhBzb30ETrlWV152M2lUNwcnYTlHSmlUUBhFOqNFZ&tablename=CMFD202102
107,翻转课堂在高中数学教学中的应用研究,孙鑫梦,辽宁师范大学,硕士,2021年,,56,下载,https://kns.cnki.net//kns8/download?filename=ZN0Zm9CWzFUQ5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2b==gdUBTeGpXOwkzTwp1LOhHZJFGd1oEdStiSuVXQzMzRmJWYnJUOhBzb30ETrlWV152M2lUNwcnYTlHSmlUUBhFOqNFZ&tablename=CMFD202102
108,混合式教学模式下高中数学新授课教学探索与研究,张业帷,辽宁师范大学,硕士,2021年,,81,下载,https://kns.cnki.net//kns8/download?filename=ZN0Zm9CWzFUQ5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2b==ANj5kd50WNjd0Qwp1LOhHZJFGd1oEdStiSuVXQzMzRmJWYnJUOhBzb30ETrlWV152M2lUNwcnYTlHSmlUUBhFOqNFZ&tablename=CMFD202102
109,新旧教材概率统计必修部分比较研究,白书宁,哈尔滨师范大学,硕士,2021年,,87,下载,https://kns.cnki.net//kns8/download?filename=5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2b4oVWYdXZkF1VBd3LtRnUKVWbyZXUhdFS39GNnlWV152M2lUNwcnYTlHSmlUUBhFOqNFZZN0Zm9CWzFUQ&tablename=CMFD202102
110,高中生逻辑推理素养现状的调查研究,白洋,哈尔滨师范大学,硕士,2021年,,98,下载,https://kns.cnki.net//kns8/download?filename=5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2bvAXayATQsZ1dzc3LtRnUKVWbyZXUhdFS39GNnlWV152M2lUNwcnYTlHSmlUUBhFOqNFZZN0Zm9CWzFUQ&tablename=CMFD202102
111,高中生问题表征能力的培养研究,陈满,哈尔滨师范大学,硕士,2021年,,60,下载,https://kns.cnki.net//kns8/download?filename=5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2bNBTelhXYmdXWzc3LtRnUKVWbyZXUhdFS39GNnlWV152M2lUNwcnYTlHSmlUUBhFOqNFZZN0Zm9CWzFUQ&tablename=CMFD202102
112,高一三角函数迷思概念的诊断与转变策略的研究,杜超,哈尔滨师范大学,硕士,2021年,,46,下载,https://kns.cnki.net//kns8/download?filename=5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2boFFeZNHVSxGbax0LtRnUKVWbyZXUhdFS39GNnlWV152M2lUNwcnYTlHSmlUUBhFOqNFZZN0Zm9CWzFUQ&tablename=CMFD202102
113,高中数学人教A版新旧教材必修部分数学文化的比较研究,关婷婷,哈尔滨师范大学,硕士,2021年,,128,下载,https://kns.cnki.net//kns8/download?filename=5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2bjVTO6lHUGhXQax0LtRnUKVWbyZXUhdFS39GNnlWV152M2lUNwcnYTlHSmlUUBhFOqNFZZN0Zm9CWzFUQ&tablename=CMFD202102
114,GeoGeBra辅助高中立体几何教学的研究,郝建秀,哈尔滨师范大学,硕士,2021年,,115,下载,https://kns.cnki.net//kns8/download?filename=5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2bMpGZ5VFe2JkMax0LtRnUKVWbyZXUhdFS39GNnlWV152M2lUNwcnYTlHSmlUUBhFOqNFZZN0Zm9CWzFUQ&tablename=CMFD202102
115,高中证明不等式的基本方法教与学的现状与对策,李木子,哈尔滨师范大学,硕士,2021年,,36,下载,https://kns.cnki.net//kns8/download?filename=5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2brJle6VFcutCeax0LtRnUKVWbyZXUhdFS39GNnlWV152M2lUNwcnYTlHSmlUUBhFOqNFZZN0Zm9CWzFUQ&tablename=CMFD202102
116,高中数学教学设计四种价值取向的比较研究,罗全越,哈尔滨师范大学,硕士,2021年,,36,下载,https://kns.cnki.net//kns8/download?filename=5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2bjlUY5R3RaJUbkx0LtRnUKVWbyZXUhdFS39GNnlWV152M2lUNwcnYTlHSmlUUBhFOqNFZZN0Zm9CWzFUQ&tablename=CMFD202102
117,高中生数形结合思想方法的应用现状研究,荣媛媛,哈尔滨师范大学,硕士,2021年,,76,下载,https://kns.cnki.net//kns8/download?filename=5wERvBHOuBlaLJEO3dHRrhVYENDbBZFRrBTeB12QxcVYQd3RTdUYBZ2az0GStR1S61WOyMmdGhGTMR2bHF1buNHU4BDVjx0LtRnUKVWbyZXUhdFS39GNnlWV152M2lUNwcnYTlHSmlUUBhFOqNFZZN0Zm9CWzFUQ&tablename=CMFD202102
